Date,Price
31-May-13,100.48
3-Jun-13,99.53
4-Jun-13,100.03
5-Jun-13,99.06
6-Jun-13,96.96
7-Jun-13,97.55
10-Jun-13,98.77
11-Jun-13,96.03
12-Jun-13,96.03
13-Jun-13,95.38
14-Jun-13,94.08
17-Jun-13,94.51
18-Jun-13,95.33
19-Jun-13,96.47
20-Jun-13,97.28
21-Jun-13,97.9
24-Jun-13,97.73
25-Jun-13,97.81
26-Jun-13,97.75
27-Jun-13,98.36
28-Jun-13,99.14
1-Jul-13,99.67
2-Jul-13,100.63
3-Jul-13,99.92
4-Jul-13,100.05
5-Jul-13,101.2
8-Jul-13,100.97
9-Jul-13,101.16
10-Jul-13,99.67
11-Jul-13,98.96
12-Jul-13,99.22
15-Jul-13,99.86
